21/03/22 04:04:06: ConnectWeighingDevice: success
21/03/22 04:04:09: ConnectWeighingDevice: success
21/03/22 04:10:08: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:10:08: GetWeighingValue: weight: 0
21/03/22 04:10:08: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:10:09: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:10:10: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:10: GetCacheItem: Value: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:10: GetWeighingValue: weight: 0
21/03/22 04:10:11: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:10:12: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:12: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:10:13: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:10:13: GetCacheItem: Value: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:10:13: GetWeighingValue: weight: 0
21/03/22 04:10:14: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:10:15: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:10:16: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:16: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:10:16: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:10:17: GetWeighingValue: weight: 0
21/03/22 04:10:17: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:18: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:10:19: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:20: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:10:20: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:10:20: GetWeighingValue: weight: 0
21/03/22 04:10:21: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:21: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:10:22: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:22: GetCacheItem: Value: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:22: GetWeighingValue: weight: 0
21/03/22 04:10:23: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:10:24: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:25: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:10:25: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:25: GetCacheItem: Value: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:25: GetWeighingValue: weight: 0
21/03/22 04:10:26: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:10:27: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:28: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:10:29: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:10:29: GetCacheItem: Value: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:10:29: GetWeighingValue: weight: 0
21/03/22 04:10:29: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:30: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:10:31: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:32: GetCacheItem: Value: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:32: GetWeighingValue: weight: 0
21/03/22 04:10:32: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:33: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:10:33: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:34: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:10:35: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:10:35: GetCacheItem: Value: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:10:35: GetWeighingValue: weight: 0
21/03/22 04:10:36: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:37: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:10:37: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:10:37: GetCacheItem: Value: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:10:37: GetWeighingValue: weight: 0
21/03/22 04:10:38: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:39: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:10:40: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:41: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:10:41: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:10:41: GetWeighingValue: weight: 0
21/03/22 04:10:41: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:42: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:10:43: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:44: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:10:44: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:10:44: GetWeighingValue: weight: 0
21/03/22 04:10:45: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:45: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:10:46: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:47: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:10:47: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:10:47: GetWeighingValue: weight: 0
21/03/22 04:10:48: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:49: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:10:49: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:49: GetCacheItem: Value: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:49: GetWeighingValue: weight: 0
21/03/22 04:10:50: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:10:51: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:10:52: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:53: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:10:53: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:10:53: GetWeighingValue: weight: 0
21/03/22 04:10:53: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:54: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:10:55: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:56: GetCacheItem: Value: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:56: GetWeighingValue: weight: 0
21/03/22 04:10:56: HandleDataReceive: error: The process cannot access the file 'C:\workspace\vfi_sync\vfi\Vfi.Ui.Mvc.Vfi\Content\Logs\LogFile.txt' because it is being used by another process.
21/03/22 04:10:56: HandleDataReceive: signal: 0
21/03/22 04:10:57: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:57: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:10:58: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:10:59: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:10:59: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:10:59: GetWeighingValue: weight: 0
21/03/22 04:11:00: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:01: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:11:01: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:01: GetCacheItem: Value: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:01: GetWeighingValue: weight: 0
21/03/22 04:11:02: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:11:03: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:04: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:11:05: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:05: GetCacheItem: Value: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:05: GetWeighingValue: weight: 0
21/03/22 04:11:05: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:11:06: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:11:07: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:08: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:11:08: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:11:08: GetWeighingValue: weight: 0
21/03/22 04:11:09: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:09: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:11:10: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:10: GetCacheItem: Value: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:10: GetWeighingValue: weight: 0
21/03/22 04:11:11: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:11:12: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:13: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:11:13: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:13: GetCacheItem: Value: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:13: GetWeighingValue: weight: 0
21/03/22 04:11:14: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:11:15: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:16: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:11:17: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:17: GetCacheItem: Value: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:17: GetWeighingValue: weight: 0
21/03/22 04:11:17: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:11:18: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:19: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:11:20: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:11:20: GetCacheItem: Value: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:11:20: GetWeighingValue: weight: 0
21/03/22 04:11:21: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:11:21: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:11:22: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:22: GetCacheItem: Value: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:22: GetWeighingValue: weight: 0
21/03/22 04:11:23: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:11:24: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:25: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:11:25: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:25: GetCacheItem: Value: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:25: GetWeighingValue: weight: 0
21/03/22 04:11:26: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:11:27: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:28: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:11:29: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:29: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:11:29: GetWeighingValue: weight: 0
21/03/22 04:11:30: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:11:30: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:31: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:11:32: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:11:32: GetWeighingValue: weight: 0
21/03/22 04:11:32: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:33: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:11:34: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:34: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:11:34: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:11:34: GetWeighingValue: weight: 0
21/03/22 04:11:35: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:36: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:11:37: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:38: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:11:38: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:11:38: GetWeighingValue: weight: 0
21/03/22 04:11:38: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:39: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:11:40: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:41: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:11:41: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:11:41: GetWeighingValue: weight: 0
21/03/22 04:11:42: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:42: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:11:43: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:44: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:11:44: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:11:44: GetWeighingValue: weight: 0
21/03/22 04:11:45: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:46: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:11:46: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:11:46: GetCacheItem: Value: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:11:46: GetWeighingValue: weight: 0
21/03/22 04:11:47: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:48: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:11:49: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:50: GetCacheItem: Value: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:50: GetWeighingValue: weight: 0
21/03/22 04:11:50: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:11:50: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:11:51: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:11:52: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=
21/03/22 04:11:53: HandleDataReceive: signal: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:11:53: GetCacheItem: Value: 0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000
21/03/22 04:11:53: GetWeighingValue: weight: 0
21/03/22 04:11:54: HandleDataReceive: signal: -=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:54: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.000
21/03/22 04:11:55: HandleDataReceive: signal: 0-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:56: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:11:56: GetCacheItem: Value: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.00
21/03/22 04:11:56: GetWeighingValue: weight: 0
21/03/22 04:11:57: HandleDataReceive: signal: 00-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:58: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0
21/03/22 04:11:58: HandleDataReceive: signal: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:58: GetCacheItem: Value: 000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:11:58: GetWeighingValue: weight: 0
21/03/22 04:11:59: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:12:00: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:01: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.
21/03/22 04:12:02: HandleDataReceive: signal: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:02: GetCacheItem: Value: 0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
21/03/22 04:12:02: GetWeighingValue: weight: 0
21/03/22 04:12:02: HandleDataReceive: signal: =0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0
21/03/22 04:12:03: HandleDataReceive: signal: .0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-=0.0000-
